"Name","Account Category","Billing City","Billing State","Billing Postal Code","Date Subscribed","ID","Config ID","Subscription Status","Subscription Opportunity","Subscription Fee","Twitter"
"The Compounding Pharmacy of America","Affiliate","Knoxville","TN","37919","","d4a2af09-d9e4-2fd1-f802-52fbaa20b534","","","","","No"
"The Hometown Pharmacy - Grove City","Affiliate","Grove City","PA","16127","","7bac4d98-b242-28ac-17f2-523362f01e54","","","","","No"
"Shrivers Pharmacy - New Lexington","Affiliate","New Lexington","OH","43764","","357cc32e-de1f-7c3e-8af4-522a3941441e","","","","","No"
"Gilbert Drugs","Affiliate","Gilbert","LA","71336","","b74b47b1-bd40-7cb2-713d-52a9f3181e07","","","","","No"
"Cardio Texas","Affiliate","Austin","Texas","78705","","e937173e-bb19-ba8a-43b4-50b91d3be98a","","","","","Yes"
"Jarrettsville Pharmacy","Affiliate","Jarrettsville","MD","21084","04/09/2015","55118fb7-a697-9ae8-7449-535978439789","","","RxWiki TV Monthly","","Yes"
"Dake's Drug Store","Affiliate","Merion","PA","19066","","d799c3f2-9fa1-2d56-8d85-52b886d0ac80","","","","","No"
"Sultan Pharmacy & Natural Care","Affiliate","Sultan","WA","98294","","37476c9a-1b24-6f83-e53c-51aff0bbe5e3","","","Website Only Monthly","","Yes"
"GoldStar Pharmacy","Affiliate","College Station","TX","77845","","eae48a97-1286-48f0-5e06-520d05dfdedc","","","","","Yes"
"Soo's Drug & Compounding Center (Parent)","Affiliate","Jonesboro","AR","72401","08/27/2015","85acab26-8841-f278-a9c7-51c39a197dbb","8709326930","","Pro Monthly","","Yes"
"Oldens Pharmacy","Affiliate","South Weymouth","MA","02190","","dcf80715-05ab-c3d3-35ea-55350185375b","","","","","No"
"Wood Ranch Pharmacy and Compounding Center","Affiliate","Simi Valley","CA","93065","08/31/2015","1a753836-b7f1-c478-fd3c-55d638cb3bff","8054269500","","","","No"
"St. Charles HealthMart Pharmacy","Affiliate","Saint Charles","MO","63301","","9796c73c-d4bb-08f7-f5cc-522defa8b092","","","Mobile (Monthly)","","Yes"
"Reeves Drug Store","Affiliate","Vidalia","LA","71373","","1e8ff92c-f8bd-ab12-d2a2-52a9f3027bf0","","","","","No"
"Webster Drugs Inc.","Affiliate","Bronx","NY","10457","05/12/2015","40c2c2f6-9957-37b8-309d-52601bb4ce6e","7189014717","","Platinum Monthly","","Yes"
"Lakeside Pharmacy & Medical Equipment","Affiliate","Eufaula","OK","74432","","78b743e6-cf8f-3a75-1cf3-53e2a6cd4378","9186899940","","Pro Yearly","","No"
"Baxter Pharmacy","Affiliate","Quincy","MA","02169","07/02/2015","2aa99f47-4f3a-31cd-18a7-55350db173da","6177737733","","Premier Monthly","","Yes"
"The Medicine Shoppe #0476 Bismarck","Affiliate","Bismarck","ND","58501","","d0c65f9b-c1ad-0b28-67e4-53078b2cd343","","","","","No"
"Professional Pharmacy (Child)","Affiliate","Caledonia","MI","49316","","e970fb9b-87fe-f2ea-7f89-528164836970","","","","","No"
"Wynnecare Pharmacy","Affiliate","Philadelphia","PA","19131","05/29/2015","7cbe5427-f8b5-30e7-aca9-52d6a8dcd6af","2673538159","","Pro Monthly","","No"
"PHAT 12 Island Broiler","Affiliate","Mercer Island","Washington","98040","","ae1001c4-c906-3ac3-e334-5463b2ca9641","","","Prime Free NCPA Member Benefit","","Yes"
"Reinbeck Pharmacy (child)","Affiliate","Reinbeck","IA","50669","","3f26cfa2-8c0c-4738-5c8c-51647c8a88a3","","","","","Yes"
"East Troy Hometown Pharmacy","Affiliate","East Troy","WI","53120","","2e22368d-0fee-837e-ce51-51dc4358afbd","","","","","Yes"
"Ordway Drug Store","Affiliate","Monterey","CA","93940","","b00d09b0-0bc2-a718-5c95-51f7ea344210","","","Pro Monthly","","No"
"Kashat Sav-Mor Pharmacy","Affiliate","Sterling Hgts","MI","48310","","6cd024e0-2529-ebf2-2704-52b49c526369","","","","","No"
"American Home Pharmacy","Affiliate","Clinton","AR","72031","","1f802338-8939-6855-d8ca-525c4bfb3ce1","","","Platinum Monthly","","Yes"
"Best Value Rons Pharmacy-child","Affiliate","Granbury","TX","76048","","9f531ada-e3a3-002c-356e-517a997b839d","","","","","No"
"Grace Works LLC","Affiliate","Waipahu","HI","96797","","a8df4cf9-22fa-72ac-d250-527285e9ff8e","","","","","No"
"Med-Fast - New Castle (child)","Affiliate","New Castle","PA","16101","","da66daae-9631-897a-8394-51db33f6bc5d","","","","","No"
"Marcrom's Pharmacy","Affiliate","Manchester","TN","37355","","359c41b5-b58a-cf29-cf40-521e0e2c0c98","","","","","Yes"
"St. John Pharmacy - Macomb Township","Affiliate","Macomb Township","MI","48044","","f2f8d0b6-a305-03db-5f3d-5302a4b3b3f7","","","","","No"
"Blanco Pharmacy & Wellness","Affiliate","Blanco","TX","78606","04/09/2015","b169369a-632b-1f0c-ef6a-51daf481f903","8308334815","","Website Only Monthly","","Yes"
"Payless Drugs","Affiliate","North Birmingham","AL","","04/18/2014","bb6cb1b1-a6a1-b8e8-e22f-51ad1f708384","","","","","Yes"
"Regal Pharmacy","Affiliate","Bronx","NY","10463","","c24a6a86-1d3b-cb4c-4fb2-52b887f9800d","","","","","No"
"Paincourtville Pharmacy (child account)","Affiliate","Paincourtville","LA","70391","","9b8a0ba1-5359-c85f-0768-52a9f3d6b107","","","","","No"
"Brian's Pharmacy","Affiliate","Sherwood","Ar","72120","","769a13de-3f6b-5f97-48ec-54c90522a4ed","5013926412","","","","Yes"
"Woodstock Pharmacy","Affiliate","Acworth","GA","30102-3805","","18199be0-cd96-2562-fa13-51f7ea6d3bdf","","","","","Yes"
"Midview Drug","Affiliate","Grafton","OH","44044","","5c7e85fa-ba92-5b01-e9a9-53e292585e1b","","","Pro Monthly","","Yes"
"Apex Care Pharmacy","Affiliate","Washington","DC","20019","","f0e9d24a-98cd-10d8-9484-527d1607118f","","","","","Yes"
"Walhalla Prescription Shop","Affiliate","Walhalla","ND","58282-0428","06/22/2015","bc8fd9c6-236c-dbf3-914e-51b75667cb01","7015492661","","Pro Monthly","","Yes"
"Kex Rx Pharmacy & Home Care - Atchison","Affiliate","Atchison","KS","66002","","b23b5dab-ab10-7d8b-2b08-51cdb59f054a","","","","","No"
"Sunray Drugs- Progress Plaza","Affiliate","Philadelphia","PA","19122","","3cb17ecb-9f22-3cc2-8412-52b88763e3bb","","","","","No"
"Collins Counseling Services","Affiliate","","","","","a5813c80-0982-a74f-a177-51154c990037","","","","","Yes"
"Shrivers Pharmacy","Affiliate","","OH","","","6e82d997-921b-d4a5-a12e-521518d326ca","","","","","Yes"
"Clif's Pharmacy","Affiliate","Sallisaw","OK","74955","09/09/2015","183f665a-7e94-2e91-ff6c-557b03eb99d7","9187760100","","","","No"
"Kremer Pharmacy","Affiliate","Teutopolis","IL","62467","","1b47abbf-144d-4be5-c52d-535976a0c74f","2178573000","","Pro Monthly","","Yes"
"Dalton Pharmacy - Abbeville (CHILD)","Affiliate","Abbeville","AL","36310","","91de6815-e8c0-754f-3859-53389d41f0c9","","","Pro Monthly","","No"
"Best Value Dublin Pharmacy-child","Affiliate","Dublin","TX","76446","","59fa6fef-736f-4086-5d04-538cabc9a49b","","","Pro Monthly","","No"
"GoReader","Partner","","","","","ef854ba5-5782-25ed-f1b7-50a56d889d44","","","","","No"
"SRS Pharmacy Software","Partner","","","","","90fbbc45-f650-9f1b-6dfa-5249abb25cb0","","","","","No"
"Goodman Drug Company","Affiliate","Corning","AR","72422","09/23/2015","63cd4d9c-01db-c449-aeea-535975e88cff","8708570551","","","","No"
"Whale Tail Pharmacy","Affiliate","Craig","AK","99921","05/15/2015","cd40c1f1-1734-c642-3ea2-5228e3e4a1c4","9078265750","","Pro Monthly","","Yes"
"Eannelli Pharmacy","Affiliate","Prairie Du Sac","WI","53578","05/21/2014","12260ef7-8ca8-33ca-162f-524354e1d183","6086433396","","Compounding+ Monthly","","Yes"
"Steven's Pharmacy - Costa Mesa, CA","Affiliate","Costa Mesa","CA","92626","","8bb30cb7-752a-6ff0-32a6-51cb3b24d286","7145408911","","","","Yes"
"Baya Pharmacy","Affiliate","Lake City","FL","32025","","88e7cef4-f86d-b313-dd4c-51d1d392063e","","","Pro Monthly","","No"
"Rite Choice Pharmacy","Affiliate","Brooklyn","NY","11234","09/01/2015","ac9d97ef-fd74-358b-4b7d-53b1b423981f","7187733700","","","","No"
"Glenn's Pharmacies","Affiliate","Marion","KY","42064","08/24/2015","4aa1c2b6-5601-ff33-f440-544fb880d859","2707046220","","RxWiki TV Monthly","","Yes"
"Drexel Pharmacy","Affiliate","Drexel","MO","64742-0407","","4ef1c28a-23e0-0942-bf8e-51f7ea6dd384","","","Mobile (Monthly)","","Yes"
"Port Allegany Pharmacy","Affiliate","Port Allegany","PA","16743","","d830a9bd-513a-ec08-9c2b-54f7629a284d","","","Prime Free NCPA Member Benefit","","No"
"Medical Plaza Pharmacy","Affiliate","Salt Lake City","UT","84102","09/24/2015","448327b9-52b2-89dc-b75e-5356cac6d493","8015390231","","Mobile (Monthly)","","No"
"Morgan's Discount Pharmacy","Affiliate","Natalbany","LA","70401","","9d033af7-949b-2195-d0c2-52a9f395f85e","","","","","No"
"Red's Pharmacy","Affiliate","Perryton","TX","790705322","09/30/2015","a2b23fc5-bb9b-2043-742f-53597846c631","","","Mobile (Monthly)","","No"
"The Family Pharmacy","Affiliate","El Paso","TX","79938","07/01/2015","782d344f-8309-c1cf-fdea-55946e9b3aec","9158575510","","Premier Monthly","","No"
"Edward Pendleton","Affiliate","","","","","e23628a2-08a1-0e17-38f7-50c76ee49268","","","","","No"
"Carl Welder","Member","","","","","63fdec28-81fe-df73-62ee-51154c8a593e","","","","","Yes"
"Gammel's Clinic Pharmacy","Affiliate","Crossett","AR","71635-0677","","f2900ec2-7c02-235a-8ae9-51f7eaa3d80f","","","","","Yes"
"Howard's Drug","Affiliate","Selah","WA","98942","","5bee590d-7bdc-e372-deda-535eb2c70857","","","Pro Monthly","","No"
"Mclean Pharmacy","Affiliate","Mclean","VA","22101","","38e96147-40ac-c9b0-b788-527d16bf89ee","","","Pro Monthly","","Yes"
"All Well Pharmacy (Parent)","Affiliate","Jacksonville","Florida","32244","","73d1b83e-5f3c-ef83-c50e-53f39846bc04","","","Pro Monthly","","Yes"
"Best Computer Systems","Partner","","","","","47be4b29-d4d6-1f4e-f651-5244a5b34f66","","","","","No"
"Value Drug Company","Partner","Altoona","PA","","","edeac2ba-be91-1902-e1e0-52609daecbef","","","","","No"
"Geesons Pharmacy","Affiliate","Arlington","TX","76017","","83091418-64d0-9dcc-1d55-535974ca6d45","","","Pro Monthly","","No"
"Madison Drug Company","Affiliate","Madison","VA","22727","","454e43b3-3ab8-b9d2-7c33-51f7eabbc1be","","","Pro Monthly","","Yes"
"Launey's Thrifty Way","Affiliate","Ville Platte","LA","70586","","bdfaf1f2-78c6-7758-ca18-52a9f3428903","","","","","No"
"White Drug-Fargo 2","Affiliate","Fargo","ND","58102","","f0f69b97-d832-9314-566a-522f7b48a40f","","","","","No"
"Brashear's Pharmacy","Affiliate","Inverness","FL","34450","","685f3e6b-0152-f81a-0a5c-53c42e3faca2","3526372079","","Pro Monthly","","Yes"
"Dynamic Care Pharmacy","Affiliate","Columbia","MD","21045","","f00cdcf7-31e2-76e4-da03-51bf648a3b29","","","Pro Monthly","","Yes"
"Sadler Hughes Apothecary","Affiliate","Clinton","SC","29325","","59503f22-fd94-2503-439a-521250598c29","","","","","No"
"Kex Rx Pharmacy & Home Care","Affiliate","Hiawatha","KS","66434","","93df71ce-283c-5ecf-6285-51bf3aca3849","","","Pro Monthly","","Yes"
"Good For All Pharmacy","Affiliate","East Waterboro","ME","4030","09/17/2015","ed9f5c1f-35ab-69f1-3e3d-5261595f186c","2072474000","","Pro Yearly","","No"
"Medicine Solutions Pharmacy","Affiliate","Manahawkin","NJ","08050","","30d829cf-edfb-a067-555b-52865d0603b5","","","","","Yes"
"Keyes' Compounding and Specialty Drug","Affiliate","Elk City","OK","73644","","a851a9a4-42b4-88e7-f46d-538f34af7879","","","Pro Monthly","","No"
"Girard Ave Pharmacy","Affiliate","Philadelphia","PA","19123","05/13/2015","2df56e42-d2dc-e729-55e2-544fc0412ad6","2152361210","","RxWiki TV Monthly","","No"
"Hollier's Family Pharmacy","Affiliate","Breaux Bridge","LA","70517","","633bedcd-9a6d-56a3-8bfc-52a9f33bddc0","","","","","No"
"Snyder Drug","Affiliate","GREAT FALLS","MT","59401","","8a573b18-f07d-6cd6-228f-52601ece36dc","","","","","Yes"
"Bellard's Family Pharmacy","Affiliate","Eunice","LA","70535","","4eb8c3a2-dfa6-a6bc-a030-529373898be6","3375466386","","Pro Yearly","","Yes"
"Family Health Pharmacy- Oklahoma City","Affiliate","Oklahoma City","Ok","73139","","e1634370-2bb7-0269-c210-54b540be39b7","4056923370","","Pro Monthly","","Yes"
"Sarah Samaan (Smart Woman's heart)","Affiliate","","","","","299703b0-8c32-3cb6-3c4c-51154cc7c3d5","","","","","No"
"AAA Compounding","Affiliate","Westminster","CA","92683","","a6616c29-379b-a008-805c-54653672c5b9","7149886888","","Pro Monthly","","Yes"
"Kubat Pharmacy","Affiliate","Omaha","NE","68106","","d542f9cc-929c-0ccb-b685-53597539a063","","","Pro Monthly","","No"
"North Florida Pharmacy - Branford","Affiliate","Branford","FL","32008","","552f7b48-d530-641b-be4b-51d193e53f24","","","","","No"
"Oak Lane Pharmacy","Affiliate","Philadelphia","PA","19126","","38b2682f-12c3-3f07-3d87-52b88705768d","","","","","No"
"Direct Meds of Florida","Affiliate","Hallandale Beach","FL","33009","","c8dd7eb6-5d3e-23c2-5b84-5293637132a3","","","Mobile (Monthly)","","Yes"
"Sav-On 9 River Oaks Pharmacy","Affiliate","Westland","MI","48186","","78022739-1576-5661-f10d-52b49ce9cce5","","","","","No"
"Sam's Health Mart Pharmacy - Moberly","Affiliate","Moberly","MO","65270","","2ecfb2cf-0bb7-9353-507c-524b360cd006","","","Website Only Monthly","","Yes"
"Julie Gladnick, MA, LMFT","Member","Denver","CO","80211","","b3a06675-f6c5-925a-b69c-529d451d1cbb","","","","","No"
"Prescription Pad Pharmacy","Affiliate","Plantation","FL","33317","","e3c47907-ea8e-bb9d-def0-535978adaee6","9547912000","","Pro Monthly","","No"
"A Plus Pharmacy","Affiliate","Bunnell","Fl","32110","09/02/2015","49a8f9f2-07a9-c0b3-16a6-55e71f078146","3863136959","","Mobile (Monthly)","","No"
"City Drug Store","Affiliate","Presque Isle","ME","04769","","28eee10a-10a6-4c36-86fd-5346a3d0fed9","","","Mobile (Monthly)","","No"
"Glendale West Pharmacy","Affiliate","Glendale","CA","91205","05/07/2015","cf300c9f-f3de-b604-382b-535974b4aaa8","8185485157","","Platinum Monthly","","Yes"
"Lee's City Drug","Affiliate","Bastrop","LA","71220","","d70aa29d-56bc-5181-210f-52a9f371d8e2","","","","","No"
"Fritz's Pharmacy","Affiliate","Rainelle","WV","25962","","7f05bad4-5aca-0417-93dc-5266bafd0b29","","","","","No"
"Ambulatory Care Pharmacy II","Affiliate","Rockville","MD","20850","","d5e1cb8d-2de3-52f0-0da5-527d16b8df6d","","","","","No"
"Midtown Pharmacy","Affiliate","Springfield","MO","65803","","1149d7f5-5ee5-02cc-86e6-5228ec0ea10c","4178663054","","","","Yes"
"Muniz Rio Grande Pharmacy","Affiliate","Harlingen","TX","78550","","899ecbcd-5073-c200-25d6-52e6e75ccd2c","","","Compounding+ Monthly","","Yes"
"Corner Druggist","Affiliate","Elk Rapids","MI","49629","04/09/2015","2fc2870f-fc81-6c25-f05b-5359752a8e78","2312648033","","Platinum Monthly","","Yes"
"Dave's Pharmacy","Affiliate","Marrero","LA","70072","","7350fed1-0f14-3a0e-ec86-52a9f3e9f8f0","","","","","No"
"Village Pharmacy (Baldwin)","Affiliate","Baldwin","WI","54002","","1e6e998e-6442-550f-d826-520a43cb7a20","","","Prime Free NCPA Member Benefit","","Yes"
"MidCities Pharmacy","Affiliate","Hurst","TX","76054","","c9223f8b-6195-9b07-07dc-535976bd6eb6","","","Website Only Yearly","","Yes"
"Stoll's Pharmacy","Affiliate","Waterbury","CT","06710","","de7777c0-512b-751b-e574-538ca4817da7","","","","","No"
"Nisenholtz Pharmacy","Affiliate","Philadelphia","PA","19152","","65259efe-26e0-6e27-450e-52b88713878c","","","","","No"
"Farmacia Vallemar","Affiliate","Bayamon","PR","956","","9c7c0d3d-5b04-5c69-affd-53d15606cedf","","","Prime Free NCPA Member Benefit","","Yes"
"Newspring Pharmacy","Affiliate","AVONDALE","AZ","85323","","34bbc6a7-4d1b-903e-5fe1-520e99a07047","","","Pro Monthly","","Yes"
"Overbrook Plaza Pharmacy","Affiliate","Philadelphia","PA","19131","","2783858d-76b0-378c-ec2a-52b887946663","","","","","No"
"Myers Pharmacy","Affiliate","Alton","MO","65606","","a414294f-5841-6ac9-7ba8-51d2d885fedd","","","Prime Free NCPA Member Benefit","","Yes"
"The Medicine Shoppe #1502 Bethalto","Affiliate","Bethalto","IL","62010","","661620f8-f5dc-1980-7f04-53078bc381d5","","","Prime Free NCPA Member Benefit","","Yes"
"The Medicine Shoppe Pharmacy - Wheeling, WV","Affiliate","WHEELING","WV","26003","","17c4c822-a052-9cba-dbd2-520e8da62434","","","","","Yes"
"Healthfirst Pharmacy","Affiliate","Owosso","MI","48867","","9acdc253-e3f8-c997-f231-53078bb76c15","","","","","No"
"Mallat's Pharmacy & Costumes - Madison West","Affiliate","Madison","WI","53711","","d66f551a-c4fe-b1a1-375f-5227666f4a03","","","","","No"
"Clinton Drug Company","Affiliate","Clinton","NC","28328","","297fb270-21bc-8609-8852-5436bae0374e","9105928444","","Pro Yearly","","Yes"
"Catonsville Pharmacy","Affiliate","Catonsville","MD","21228","","a3edf00e-fe88-54be-8fb4-526150e7f1ba","4107445959","","Pro Yearly","","Yes"
"Sixth Avenue Medical Pharmacy","Affiliate","Spokane","WA","99204","","ad3d59f7-5271-8ecc-dd7c-522f9777b4ea","","","Mobile (Monthly)","","Yes"
"Yale Drug (Child)","Affiliate","Yale","OK","74085","","bb74442d-4ab1-6526-d945-520e992b1d87","","","Platinum Monthly","","Yes"
"Lab Discount Drugs Inc","Affiliate","Waynesboro","MS","39367","09/21/2015","820c9b0e-d17f-d053-f712-557b0613aca0","6017354444","","Platinum Monthly","","No"
"Good Day Pharmacy","Affiliate","Greeley","CO","80631","07/07/2015","6c7dd3d6-183f-87e6-24a0-535eb2a9b02a","9706697500","","Premier Monthly","","No"
"L G Pharmacy","Affiliate","Baton Rouge","LA","70815","","f33d0d4b-8f51-021e-f7ce-52a9f3fe7674","","","","","No"
"The Apple Pharmacy","Affiliate","Philadelphia","PA","19134","","5323b4e3-c684-047c-23c2-52b88717781f","","","","","No"
"Stone Drug","Affiliate","Spanish Fork","UT","84660","","d0e6fffc-15cd-9e0b-9743-540f70c0145f","","","Pro Monthly","","Yes"
"Cundiff Drug Store","Affiliate","Vinton","VA","24179","04/01/2015","b3982242-1e32-04dd-0414-51d2d8238ff9","5403428928","","Pro Monthly","","Yes"
"Westside Medical Pharmacy","Affiliate","Kalamazoo","MI","49009","05/19/2015","9d376267-7b46-9ec7-c630-555b43492099","2693751700","","Platinum Monthly","","Yes"
"Cedar Care Pharmacy","Affiliate","Philadelphia","PA","19143","06/04/2015","29d749c1-d8e3-fc9f-3ed2-52b8864489b6","2153073334","","Pro Monthly","","No"
"Kate Gose","Member","","","","","8d3400b6-1a1d-5dd1-1e01-51154cbfc36d","","","","","No"
"LAN Apothecary","Affiliate","Philadelphia","PA","19147","","5ffcc1b8-056e-ee08-a344-52b88725f038","","","","","No"
"Hoagland Pharmacy","Affiliate","Bellingham","WA","98229","","f3f4acfc-94fb-fd6b-63ff-5217b5fcde94","","","","","No"
"Sarah Howbert, MA, LMFTA","Affiliate","Bellevue","WA","98005","","171a8740-aec1-7251-efe2-527262529343","","","","","Yes"
"Calhoun Compounding","Affiliate","Anniston","AL","36207","","883c215d-bbca-864f-27b9-511149324230","2562378139","","Pro Monthly","","Yes"
"Pine Knob Sav-Mor Pharmacy #1","Affiliate","Clarkston","MI","48348","","5612f70a-e444-ea46-aad0-52b49c54747b","","","","","No"
"Wortham Insurance","Partner","","","","","8f0fcdec-3ef0-6770-085a-525f0bd86b3d","","","","","No"
"Medicap Pharmacy #1142 Red Oak","Affiliate","Red Oak","IA","51566","","8bbfd7d1-4c2d-7a4d-5588-53078b434a00","","","","","No"
"Belldina's Pharmacy","Affiliate","Masontown","WV","26542","","5bee08c6-0978-ed9f-5010-51cda479e74d","","","Pro Monthly","","Yes"
"Goodcare Pharmacy","Affiliate","Washington","DC","20032","","c8d74a34-9e04-aa83-877a-527d163c452f","","","","","Yes"
"Clear Spring Pharmacy","Affiliate","Clear Spring","MD","21722","","bc224546-cf38-1be2-1275-5438254dacba","","","Pro Monthly","","Yes"
"Avalon Discount Drugs","Affiliate","Muscle Shoals","AL","35661-3187","","82ca5b8a-af99-1598-0062-52795136eb9b","2563141001","","Pro Yearly","","Yes"
"Kaplers Pharmacy","Affiliate","Beach Haven","NJ","8008","","7a3d87e4-149a-1652-2bfe-52614b38116b","","","","","Yes"
"The Hometown Pharmacy - Girard (Brine Pharmacy)","Affiliate","Girard","OH","44420","","a4e81320-0755-c100-72ba-523361e2505c","","","Pro Monthly","","No"
"Aldrich Apothecary","Affiliate","Council Grove/Topeka","KS","66846/66606","","befddb73-f2e1-a7d6-962d-51bf8bab6203","","","","","Yes"
"I&A Bellco Health Pharmacy","Affiliate","Philadelphia","PA","19152","","460b9ae8-6421-8335-89d9-52b8861f9133","","","","","No"
"Thomas Van Hoose, PhD","Affiliate","","","","","b7704302-e0ae-6630-e86b-509a96a46067","","","","","No"
"PGPA Pharmacy","Affiliate","Okemos,","MI","48864","","7c6581b6-f94b-4c1f-e87c-527a8f47c8b3","","","","","Yes"
"Batish Pharmacy","Affiliate","Brooklyn","NY","11238","","23b59dd7-e104-8f55-9435-52b8869b4633","","","","","No"
"Ben's Pharmacy - Keswick","Affiliate","Keswick","ON","L4P 2H7","","1faa7762-a459-b9c1-154a-526150f3329f","","","","","No"
"Jeff's Pharmacy","Affiliate","Middlesboro","KY","40965","","98864748-34bd-98f4-9871-51f7ead583ac","","","Pro Monthly","","Yes"
"Henderson's Economy Drug","Affiliate","Clarksdale","MS","38614","04/18/2014","5ee7201d-6151-94d5-1ef5-525c6915290b","6626246591","","","","Yes"
"Crestville Drugs","Affiliate","Crescent Springs","KY","41017-1400","","10020863-ea49-97d2-669b-51f7ea259488","","","Pro Monthly","","Yes"
"Patricia Rohani, LMFT","Affiliate","Oregon City","OR","97045","","94cbeadc-51dd-960c-7692-527285e3a15b","","","","","No"
"Cass Street Pharmacy","Affiliate","La Crosse","WI","54601","","69d9eb82-344f-8439-cd8e-52137bc7c8a9","","","Pro Monthly","","No"
"ComputerRx","Partner","","","","","cf729dee-de2a-73b3-4f67-51f6bb8d5ac2","","","","","No"
"Davis Drug","Affiliate","Layton","UT","84041","","19f7e647-3f51-a476-3cb3-52ab30f414bf","8015255277","","Pro Monthly","","Yes"
"Mario's Pharmacy","Affiliate","San Antonio","TX","78207","","91fb8a89-5617-a00c-2ef1-51ed9653f1a2","","","Digital Marketing (Base)","","No"
"Harpell Chemists","Affiliate","Whitestone","NY","11357","","96c36666-14b8-2ff0-500d-543bfd719c09","","","Compounding+ Monthly","","Yes"
"Witschey's Pharmacy","Affiliate","New Martinsville","WV","26155","","b06bc157-040e-7b25-b643-520e8db3eabb","","","Pro Monthly","","Yes"
"Many Professional Pharmacy","Affiliate","Many","LA","71449","","5cde4a5f-111b-b842-d295-52a9f31eadb6","","","Pro Monthly","","No"
"Wauka Mountain Pharmacy, Inc.","Affiliate","Clermont","GA","30527","","57e76ba2-cc00-549c-c47e-535976c00692","7709839556","","Mobile (Monthly)","","Yes"
"Prairieville Pharmacy","Affiliate","Prairieville","LA","70769","","e62f0cf8-9eae-0b44-e8f3-536ba43673cf","","","Pro Monthly","","No"
"iCARE Community Pharmacy and Gifts","Affiliate","Lafayette","LA","70508","","4a418293-937d-f6b9-cb5b-52a63bc37383","3378893170","","Pro Yearly","","Yes"
"Yocums Pharmacy","Affiliate","Hazleton","PA","18201","","aec41060-9ac0-9eb7-e7cb-52b88762b152","","","","","No"
"The Medicine Shoppe #0666 Ashland","Affiliate","Ashland","WI","54806","","a745538d-119c-22aa-9f21-53078b1fb8ba","","","","","No"
"Monahans Pharmacy, Inc.","Affiliate","Monahans","Texas","79756","","845643f3-67bd-2bb8-3c10-5359754a61c8","4329434212","","Pro Monthly","","Yes"
"McKeesport Prescription Center","Affiliate","McKeesport","PA","15132","","15373e46-27ee-34ba-3d43-52b88721987b","","","","","No"
"Harden Home Option of Oak Ridge, TN","Affiliate","Oak Ridge","Tennessee","37830","","74f77c91-4e39-16e1-8e77-51c0edc60194","","","","","No"
"Eric's Rx Shoppe","Affiliate","Horsham","PA","19044","","291944ed-4db4-ea90-35ce-51c344584196","","","","","No"
"Tifton Drugs","Affiliate","Tifton","GA","31794","","3ea8b7cb-8e4c-e129-8f02-5310a5323626","","","","","No"
"Hoagland Pharmacy Sedro-Woolley","Affiliate","Sedro Woolley","WA","98284","","8235b8a7-b79f-2477-73c6-5217c20638fb","","","","","No"
"Church Point Pharmacy","Affiliate","Church Point","LA","70525","","a8d1fef7-ebb7-c7f1-6314-52a9f3016896","","","","","No"
"Stewart's Drug","Affiliate","Jennings","LA","70546","","7a88fa45-3ef2-60bb-2e45-52a9f3439110","","","","","No"
"Thrifty White Pharmacy-Clarion","Affiliate","Clarion","IA","50525","","4d11ad99-5cdc-746d-29e8-522f7b834471","","","","","No"
"Lake Elmo Pharmacy","Affiliate","Lake Elmo","MN","55042","","f32b3bfa-2a12-6409-38ec-53078be04171","","","","","No"
"Ron's Apothecary Shoppe","Affiliate","Juneau","AK","99801","","857bd087-ef20-8c45-0a3a-5359758f1d02","9077890458","","Pro Monthly","","Yes"
"Appomattox Drugs","Affiliate","South Chesterfield","VA","23803","","4a9397e4-ca0b-dbc9-6dc6-520e80e29321","","","","","Yes"
"Medi-Thrift Drugs, Inc - Harrisonburg, LA","Affiliate","Harrisonburg","LA","71340","","c1d12548-625a-7173-3044-52a9f3963306","","","","","No"
"Clinic Drug Store","Affiliate","Golden Meadow","LA","70357-2728","","2c3880c7-d8fb-e15f-7354-52a9f30cefba","","","","","No"
"Noah's Pharmacy","Affiliate","Brusly","LA","70719-0000","09/21/2015","7404b01c-c8c6-edb9-d844-52a9f3d6409e","2257498202","","Platinum Monthly","","No"
"Bell Apothecary Home Healthcare","Affiliate","Easton","PA","18042","","124ff032-aedd-f15a-a653-52b886fe2275","","","","","No"
"Caraway Pharmacy","Affiliate","Westlake","LA","70669","","65c2b510-bdd0-9e93-ecd4-52a9f3bafedd","","","","","No"
"Shop All","Affiliate","Yuma","CO","80759","","99d4ec85-6097-3468-bfca-535eb7bcfa95","9708485427","","Pro Monthly","","Yes"
"Rollins Care Pharmacy","Affiliate","Rockville","MD","20852","","f1f6f305-1289-9316-bf7d-527d16c53ce3","3018162801","","","","No"
"Preston Family Pharmacy","Affiliate","Kingwood","West Virginia","","","355fca15-d2bb-a24f-45df-5578884746b2","","","","","No"
"Lee's Inlet Apothecary & Gifts","Affiliate","Murrells Inlet","SC","29576","","ae19c275-1001-f97b-362f-52ebe45f2e00","","","Prime Free NCPA Member Benefit","","No"
"Assumption Pharmacy","Affiliate","Napoleonville","LA","70390","","311e3d52-7ab8-e134-1fc9-52a9f3cb082e","","","","","No"
"Avita Drugs, LLC","Affiliate","New Orleans","LA","70119","","6a885809-5d52-8a0f-aada-52a9f36a1b19","","","","","No"
